0;919;553;637;2266;873;655
1;2266;553;637;3819;873;655
2;919;553;915;2096;873;933
3;2096;553;915;3819;873;933
4;919;553;1193;2266;873;1211
5;2266;553;1193;3819;873;1211
6;919;553;1401;2096;873;1419
7;2096;553;1401;3819;873;1419
8;919;553;1609;2266;873;1627
9;2266;553;1609;3819;873;1627
10;919;553;1817;2096;873;1835
11;2096;553;1817;3819;873;1835
12;919;553;2095;2266;873;2113
13;2266;553;2095;3819;873;2113
14;919;553;2373;2266;873;2391
15;2266;553;2373;3819;873;2391
16;1137;553;655;1155;873;915
17;1513;553;655;1531;873;915
18;1890;553;655;1908;873;915
19;2266;553;655;2284;873;915
20;2642;553;655;2660;873;915
21;3019;553;655;3037;873;915
22;3394;553;655;3412;873;915
23;3771;553;655;3789;873;915
24;949;553;933;967;873;1193
25;1326;553;933;1344;873;1193
26;1701;553;933;1719;873;1193
27;2078;553;933;2096;873;1193
28;2454;553;933;2472;873;1193
29;2830;553;933;2848;873;1193
30;3207;553;933;3225;873;1193
31;3583;553;933;3601;873;1193
32;1137;553;1211;1155;873;1401
33;1513;553;1211;1531;873;1401
34;1890;553;1211;1908;873;1401
35;2266;553;1211;2284;873;1401
36;2642;553;1211;2660;873;1401
37;3019;553;1211;3037;873;1401
38;3394;553;1211;3412;873;1401
39;3771;553;1211;3789;873;1401
40;949;553;1419;967;873;1609
41;1326;553;1419;1344;873;1609
42;1701;553;1419;1719;873;1609
43;2078;553;1419;2096;873;1609
44;2454;553;1419;2472;873;1609
45;2830;553;1419;2848;873;1609
46;3207;553;1419;3225;873;1609
47;3583;553;1419;3601;873;1609
48;1137;553;1627;1155;873;1817
49;1513;553;1627;1531;873;1817
50;1890;553;1627;1908;873;1817
51;2266;553;1627;2284;873;1817
52;2642;553;1627;2660;873;1817
53;3019;553;1627;3037;873;1817
54;3394;553;1627;3412;873;1817
55;3771;553;1627;3789;873;1817
56;949;553;1835;967;873;2095
57;1326;553;1835;1344;873;2095
58;1701;553;1835;1719;873;2095
59;2078;553;1835;2096;873;2095
60;2454;553;1835;2472;873;2095
61;2830;553;1835;2848;873;2095
62;3207;553;1835;3225;873;2095
63;3583;553;1835;3601;873;2095
64;1137;553;2113;1155;873;2373
65;1513;553;2113;1531;873;2373
66;1890;553;2113;1908;873;2373
67;2266;553;2113;2284;873;2373
68;2642;553;2113;2660;873;2373
69;3019;553;2113;3037;873;2373
70;3394;553;2113;3412;873;2373
71;3771;553;2113;3789;873;2373
72;967;853;933;1092;871;1193
73;967;853;1419;1092;871;1609
74;967;853;1835;1092;871;2095
75;1155;853;655;1280;871;915
76;1155;853;1211;1280;871;1401
77;1155;853;1627;1280;871;1817
78;1155;853;2113;1280;871;2373
79;1576;853;933;1701;871;1193
80;1576;853;1419;1701;871;1609
81;1576;853;1835;1701;871;2095
82;1908;853;655;2033;871;915
83;1908;853;1211;2033;871;1401
84;1908;853;1627;2033;871;1817
85;1908;853;2113;2033;871;2373
86;2705;853;933;2830;871;1193
87;2705;853;1419;2830;871;1609
88;2705;853;1835;2830;871;2095
89;3037;853;655;3162;871;915
90;3037;853;1211;3162;871;1401
91;3037;853;1627;3162;871;1817
92;3037;853;2113;3162;871;2373
93;3458;853;933;3583;871;1193
94;3458;853;1419;3583;871;1609
95;3458;853;1835;3583;871;2095
96;3646;853;655;3771;871;915
97;3646;853;1211;3771;871;1401
98;3646;853;1627;3771;871;1817
99;3646;853;2113;3771;871;2373
100;874;962;637;1194;3062;655
101;874;962;915;1194;2211;933
102;874;2569;915;1194;3062;933
103;874;962;1193;1194;1472;1211
104;874;1803;1193;1194;3062;1211
105;874;962;1471;1194;3062;1489
106;874;962;1749;1194;1972;1767
107;874;2401;1749;1194;3062;1767
108;874;962;2027;1194;3062;2045
109;874;1429;2305;1194;2751;2323
110;874;962;2583;1194;3062;2601
111;874;962;2861;1194;3062;2879
112;874;1484;655;1194;1502;915
113;874;2193;655;1194;2211;915
114;874;2569;655;1194;2587;915
115;874;1875;655;1194;1893;915
116;874;962;655;1194;980;915
117;874;3044;655;1194;3062;915
118;874;2193;933;1194;2211;1193
119;874;2569;933;1194;2587;1193
120;874;1454;933;1194;1472;1193
121;874;1803;933;1194;1821;1193
122;874;962;933;1194;980;1193
123;874;3044;933;1194;3062;1193
124;874;1454;1211;1194;1472;1471
125;874;1803;1211;1194;1821;1471
126;874;1087;1211;1194;1105;1471
127;874;2193;1211;1194;2211;1471
128;874;2678;1211;1194;2696;1471
129;874;3044;1211;1194;3062;1471
130;874;1954;1489;1194;1972;1749
131;874;2401;1489;1194;2419;1749
132;874;1348;1489;1194;1366;1749
133;874;962;1489;1194;980;1749
134;874;2919;1489;1194;2937;1749
135;874;1087;1767;1194;1105;2027
136;874;1954;1767;1194;1972;2027
137;874;2401;1767;1194;2419;2027
138;874;1630;1767;1194;1648;2027
139;874;3044;1767;1194;3062;2027
140;874;1795;2045;1194;1813;2305
141;874;2733;2045;1194;2751;2305
142;874;1429;2045;1194;1447;2305
143;874;2306;2045;1194;2324;2305
144;874;962;2045;1194;980;2583
145;874;2919;2045;1194;2937;2583
146;874;1429;2323;1194;1447;2583
147;874;2195;2323;1194;2213;2583
148;874;2733;2323;1194;2751;2583
149;874;1744;2323;1194;1762;2583
150;874;1087;2601;1194;1105;2861
151;874;1711;2601;1194;1729;2861
152;874;2430;2601;1194;2448;2861
153;874;3044;2601;1194;3062;2861
154;876;980;933;894;1105;1193
155;876;980;1489;894;1105;1749
156;876;1359;655;894;1484;915
157;876;2587;655;894;2712;915
158;876;1105;1767;894;1230;2027
159;876;1105;2601;894;1230;2861
160;876;2553;1211;894;2678;1471
161;876;1829;1489;894;1954;1749
162;876;2419;1767;894;2544;2027
163;876;1813;2045;894;1938;2305
164;876;980;2045;894;1105;2583
165;876;2070;2323;894;2195;2583
166;876;2448;2601;894;2573;2861
167;876;2919;933;894;3044;1193
168;876;1329;1211;894;1454;1471
169;876;2794;1489;894;2919;1749
170;1433;1007;637;2633;1025;957
171;1433;1405;637;2633;1423;957
172;1433;1803;637;2633;1821;957
173;1433;2201;637;2633;2219;957
174;1433;2599;637;2633;2617;957
175;1433;2877;637;2633;2895;957
176;1433;3275;637;2633;3293;957
177;1433;1025;637;1451;1405;957
178;2615;1025;637;2633;1405;957
179;1887;1025;637;1905;1405;957
180;2281;1025;637;2299;1405;957
181;1433;1423;637;1451;1803;957
182;2615;1423;637;2633;1803;957
183;1887;1423;637;1905;1803;957
184;2281;1423;637;2299;1803;957
185;1433;1821;637;1451;2201;957
186;2615;1821;637;2633;2201;957
187;1887;1821;637;1905;2201;957
188;2281;1821;637;2299;2201;957
189;1433;2219;637;1451;2599;957
190;2615;2219;637;2633;2599;957
191;1887;2219;637;1905;2599;957
192;2281;2219;637;2299;2599;957
193;1433;2617;637;1451;2877;957
194;2615;2617;637;2633;2877;957
195;1887;2617;637;1905;2877;957
196;2281;2617;637;2299;2877;957
197;1433;2895;637;1451;3275;957
198;2615;2895;637;2633;3275;957
199;1887;2895;637;1905;3275;957
200;2281;2895;637;2299;3275;957
201;1451;1025;639;1576;1405;657
202;1451;1423;639;1576;1803;657
203;1451;1821;639;1576;2201;657
204;1451;2219;639;1576;2599;657
205;1451;2617;639;1576;2877;657
206;1451;2895;639;1576;3275;657
207;764;3422;637;2385;3742;655
208;2385;3422;637;3764;3742;655
209;764;3422;1035;2145;3742;1053
210;2145;3422;1035;3764;3742;1053
211;764;3422;1313;2385;3742;1331
212;2385;3422;1313;3764;3742;1331
213;764;3422;1711;2145;3742;1729
214;2145;3422;1711;3764;3742;1729
215;764;3422;1989;2385;3742;2007
216;2385;3422;1989;3764;3742;2007
217;764;3422;2267;2385;3742;2285
218;2385;3422;2267;3764;3742;2285
219;764;3422;2545;2145;3742;2563
220;2145;3422;2545;3764;3742;2563
221;764;3422;2823;2385;3742;2841
222;2385;3422;2823;3764;3742;2841
223;764;3422;3101;2145;3742;3119
224;2145;3422;3101;3764;3742;3119
225;3050;3422;655;3068;3742;1035
226;2385;3422;655;2403;3742;1035
227;1718;3422;655;1736;3742;1035
228;1052;3422;655;1070;3742;1035
229;3716;3422;655;3734;3742;1035
230;1460;3422;1053;1478;3742;1313
231;2127;3422;1053;2145;3742;1313
232;2792;3422;1053;2810;3742;1313
233;3458;3422;1053;3476;3742;1313
234;794;3422;1053;812;3742;1313
235;3050;3422;1331;3068;3742;1711
236;2385;3422;1331;2403;3742;1711
237;1718;3422;1331;1736;3742;1711
238;1052;3422;1331;1070;3742;1711
239;3716;3422;1331;3734;3742;1711
240;1460;3422;1729;1478;3742;1989
241;2127;3422;1729;2145;3742;1989
242;2792;3422;1729;2810;3742;1989
243;3458;3422;1729;3476;3742;1989
244;794;3422;1729;812;3742;1989
245;3050;3422;2007;3068;3742;2267
246;2385;3422;2007;2403;3742;2267
247;1718;3422;2007;1736;3742;2267
248;1052;3422;2007;1070;3742;2267
249;3716;3422;2007;3734;3742;2267
250;1460;3422;2285;1478;3742;2545
251;2127;3422;2285;2145;3742;2545
252;2792;3422;2285;2810;3742;2545
253;3458;3422;2285;3476;3742;2545
254;794;3422;2285;812;3742;2545
255;3050;3422;2563;3068;3742;2823
256;2385;3422;2563;2403;3742;2823
257;1718;3422;2563;1736;3742;2823
258;1052;3422;2563;1070;3742;2823
259;3716;3422;2563;3734;3742;2823
260;1460;3422;2841;1478;3742;3101
261;2127;3422;2841;2145;3742;3101
262;2792;3422;2841;2810;3742;3101
263;3458;3422;2841;3476;3742;3101
264;794;3422;2841;812;3742;3101
265;1335;3722;1053;1460;3740;1313
266;1335;3722;1729;1460;3740;1989
267;1335;3722;2285;1460;3740;2545
268;1335;3722;2841;1460;3740;3101
269;2002;3722;1053;2127;3740;1313
270;2002;3722;1729;2127;3740;1989
271;2002;3722;2285;2127;3740;2545
272;2002;3722;2841;2127;3740;3101
273;2667;3722;1053;2792;3740;1313
274;2667;3722;1729;2792;3740;1989
275;2667;3722;2285;2792;3740;2545
276;2667;3722;2841;2792;3740;3101
277;3068;3722;655;3193;3740;1035
278;3068;3722;1331;3193;3740;1711
279;3068;3722;2007;3193;3740;2267
280;3068;3722;2563;3193;3740;2823
281;2403;3722;655;2528;3740;1035
282;2403;3722;1331;2528;3740;1711
283;2403;3722;2007;2528;3740;2267
284;2403;3722;2563;2528;3740;2823
285;1736;3722;655;1861;3740;1035
286;1736;3722;1331;1861;3740;1711
287;1736;3722;2007;1861;3740;2267
288;1736;3722;2563;1861;3740;2823
289;3333;3722;1053;3458;3740;1313
290;3333;3722;1729;3458;3740;1989
291;3333;3722;2285;3458;3740;2545
292;3333;3722;2841;3458;3740;3101
293;1070;3722;655;1195;3740;1035
294;1070;3722;1331;1195;3740;1711
